Match ID,Map,Time,Killer X,Killer Y,Victim X,Victim Y
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,88,433972.8,278884.8,433841.8,278845.4
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,1229,408880.8,349960.4,497402.4,338071.1
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,379,435055.3,278191.3,387036.5,289082.6
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,884,361243.8,426482.8,360515.6,426484.0
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,131,156519.9,748896.1,156584.9,748848.9
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,268,399748.9,280271.7,436077.3,277131.2
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,1135,367694.1,347067.2,428017.2,352709.7
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,175,438985.1,280929.2,438000.1,280768.4
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,337,426597.6,527244.9,427986.8,528003.4
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,242,399309.9,280001.3,364753.3,264299.8
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,949,357792.8,316386.8,303033.2,388596.6
2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,MIRAMAR,1057,349622.4,343851.6,306277.2,296357.3
